0.019824	0.020986	0.021717	0.022334	0.02282	0.023161	0.023547	0.023695	0.024097	0.024489	0.024327	0.024485	0.024496	0.02433	0.024103	0.023787	0.02339	0.023123	0.022832	0.022806	0.02283	0.022987	0.023075	0.023319	0.023676	0.024113	0.02465	0.025333	0.026057	0.026889	0.027764	0.028743	0.029998	0.031342	0.032504	0.033398
0.36756	0.38911	0.40266	0.41412	0.45926	0.51518	0.53278	0.5393	0.54733	0.55444	0.55567	0.54879	0.54092	0.53486	0.52968	0.52476	0.52233	0.52078	0.51666	0.5172	0.51838	0.52118	0.52199	0.52167	0.52087	0.521	0.52437	0.52811	0.5307	0.5312	0.53141	0.53154	0.53225	0.53455	0.53535	0.53713
0.020262	0.02145	0.022197	0.022828	0.023431	0.023983	0.024283	0.024452	0.024707	0.025164	0.025102	0.025229	0.025301	0.02519	0.024949	0.024564	0.024177	0.023956	0.023648	0.023638	0.023659	0.023863	0.023987	0.024243	0.024677	0.025152	0.025697	0.026369	0.027126	0.027946	0.028943	0.030034	0.03119	0.032274	0.03366	0.034694
0.10297	0.109	0.1128	0.11601	0.12527	0.13505	0.13773	0.13854	0.13966	0.14043	0.13985	0.13882	0.13763	0.1365	0.13517	0.13382	0.1327	0.13183	0.13046	0.13031	0.13015	0.13038	0.13032	0.13023	0.13032	0.13044	0.13119	0.13218	0.13304	0.13383	0.13449	0.13531	0.13653	0.13792	0.13881	0.1398
0.020022	0.021195	0.021933	0.022557	0.023291	0.023899	0.024343	0.024466	0.024772	0.02521	0.025341	0.025335	0.025343	0.025373	0.025139	0.024778	0.024346	0.024135	0.023841	0.023755	0.02377	0.023939	0.024055	0.024319	0.024822	0.025225	0.025746	0.026483	0.02726	0.02811	0.029129	0.030239	0.031541	0.032485	0.033787	0.034503
0.36576	0.38721	0.40068	0.41209	0.45783	0.51322	0.53018	0.53634	0.54379	0.5502	0.55055	0.5439	0.53629	0.53048	0.52571	0.52089	0.51849	0.51696	0.51305	0.51362	0.51469	0.51728	0.51788	0.51749	0.51681	0.51672	0.51964	0.52298	0.52534	0.52558	0.52572	0.52572	0.52645	0.52819	0.52882	0.53064
0.018851	0.019956	0.020651	0.021239	0.021979	0.022736	0.023157	0.023413	0.02384	0.024126	0.024145	0.024362	0.024271	0.02412	0.023857	0.023512	0.023092	0.022865	0.022553	0.022523	0.022561	0.022674	0.022806	0.023009	0.023451	0.023869	0.024406	0.025063	0.02581	0.026677	0.027573	0.028588	0.029689	0.030916	0.031908	0.033397
0.1031	0.10914	0.11294	0.11615	0.12537	0.13526	0.13789	0.13883	0.13987	0.14073	0.14049	0.13953	0.13806	0.13698	0.13574	0.13428	0.1331	0.13223	0.13085	0.13072	0.13051	0.13074	0.13065	0.13054	0.13061	0.13077	0.13156	0.13259	0.13356	0.13412	0.13493	0.1359	0.13743	0.13829	0.13916	0.14045
0.020102	0.021281	0.022022	0.022648	0.022636	0.022799	0.02314	0.023316	0.023686	0.024225	0.024146	0.024427	0.024156	0.024054	0.023773	0.023458	0.023084	0.022834	0.02254	0.022487	0.022498	0.022658	0.022784	0.022977	0.023401	0.023818	0.024434	0.025055	0.025721	0.026487	0.027456	0.028694	0.029754	0.031183	0.032019	0.032954
0.36529	0.3867	0.40016	0.41155	0.45602	0.51058	0.52725	0.5332	0.5404	0.54661	0.54725	0.5408	0.53308	0.52722	0.52237	0.51755	0.51522	0.51361	0.50962	0.51009	0.51109	0.51368	0.51424	0.51396	0.51329	0.51326	0.5162	0.51947	0.52177	0.52222	0.5224	0.52265	0.52345	0.52492	0.52545	0.52669
0.019741	0.020899	0.021626	0.022242	0.022848	0.023419	0.023831	0.02401	0.02427	0.024716	0.024674	0.024971	0.024915	0.024815	0.024574	0.024247	0.023847	0.023606	0.023311	0.023274	0.023327	0.023494	0.02362	0.023846	0.024266	0.024693	0.025227	0.025837	0.026576	0.02739	0.028303	0.029197	0.030465	0.031626	0.032459	0.033057
