1.7597	1.7349	1.7201	1.7079	1.6697	1.6447	1.636	1.6326	1.6315	1.6213	1.6224	1.6271	1.6241	1.6216	1.6237	1.6305	1.6368	1.6422	1.6473	1.6484	1.6475	1.6447	1.6419	1.6384	1.6304	1.6212	1.6126	1.6007	1.5884	1.5791	1.5652	1.5481	1.5308	1.5104	1.4936	1.4794
0.43436	0.40962	0.39476	0.38257	0.33656	0.28554	0.27061	0.26508	0.25864	0.25309	0.25202	0.25705	0.26353	0.26829	0.27238	0.27641	0.27835	0.27968	0.28303	0.2826	0.28155	0.27903	0.27831	0.27851	0.2791	0.27887	0.27611	0.27318	0.27093	0.27054	0.27047	0.27035	0.26969	0.26819	0.26742	0.26635
1.711	1.6863	1.6714	1.6592	1.638	1.6157	1.6059	1.6021	1.5984	1.5945	1.5918	1.5904	1.5915	1.5906	1.5933	1.5997	1.6048	1.6098	1.6151	1.6156	1.615	1.6116	1.6088	1.6031	1.596	1.5872	1.5785	1.5665	1.5543	1.5444	1.5319	1.513	1.4944	1.475	1.4573	1.4421
0.9836	0.95886	0.944	0.93181	0.89627	0.8611	0.85227	0.84956	0.84644	0.84301	0.84459	0.84924	0.85271	0.85615	0.85977	0.86421	0.86778	0.87082	0.87517	0.87562	0.8761	0.87514	0.87519	0.87508	0.87499	0.87456	0.87202	0.86905	0.86586	0.86414	0.86178	0.85923	0.85582	0.85125	0.84778	0.84531
1.7293	1.7046	1.6897	1.6775	1.6426	1.6127	1.6027	1.6001	1.5978	1.5807	1.5855	1.5868	1.5882	1.5863	1.5888	1.595	1.6003	1.6056	1.6104	1.6111	1.6109	1.6078	1.605	1.6	1.5927	1.5837	1.575	1.564	1.5516	1.5402	1.5258	1.5108	1.4923	1.473	1.455	1.4466
0.4347	0.40995	0.39509	0.38291	0.33597	0.28432	0.26952	0.2642	0.2577	0.2521	0.25141	0.2566	0.26297	0.26776	0.27188	0.2759	0.27775	0.27908	0.28239	0.28186	0.28077	0.27821	0.27743	0.27764	0.2783	0.27817	0.27551	0.27241	0.27013	0.26984	0.26983	0.26971	0.26912	0.26776	0.26695	0.26552
1.7403	1.7155	1.7007	1.6885	1.6575	1.6342	1.6236	1.62	1.6164	1.6115	1.6101	1.6106	1.6095	1.6081	1.6089	1.6147	1.6211	1.6261	1.6316	1.6326	1.6319	1.6291	1.6269	1.6223	1.6144	1.605	1.5962	1.5857	1.5723	1.5627	1.5488	1.5319	1.5102	1.4942	1.4818	1.4678
0.99647	0.97172	0.95686	0.94468	0.90908	0.87491	0.86608	0.86283	0.85924	0.85671	0.8583	0.86184	0.86563	0.86919	0.87298	0.87739	0.88102	0.88411	0.88846	0.88908	0.88966	0.88867	0.88892	0.88893	0.88868	0.88771	0.88527	0.88204	0.87916	0.87713	0.87433	0.87138	0.86844	0.86385	0.85992	0.85773
1.7504	1.7256	1.7108	1.6986	1.6628	1.6354	1.6268	1.6227	1.6205	1.6131	1.6125	1.6129	1.6127	1.6111	1.6133	1.6198	1.6254	1.6302	1.6351	1.6354	1.6348	1.6322	1.6289	1.6247	1.6177	1.6086	1.5992	1.5881	1.5752	1.5661	1.5521	1.5355	1.5155	1.4969	1.4835	1.4715
0.43555	0.41081	0.39595	0.38376	0.33749	0.28639	0.27173	0.26643	0.26012	0.25459	0.2538	0.25909	0.26556	0.27027	0.27432	0.27828	0.28015	0.28152	0.28484	0.28435	0.28334	0.28084	0.28012	0.28031	0.28102	0.28091	0.27825	0.27528	0.27319	0.27304	0.27301	0.27284	0.27248	0.27117	0.27041	0.26924
1.7381	1.7134	1.6985	1.6864	1.653	1.6315	1.6238	1.6204	1.6176	1.6107	1.6169	1.6079	1.6105	1.6076	1.6101	1.6157	1.6219	1.6266	1.6319	1.6323	1.6324	1.6294	1.6271	1.6226	1.6155	1.6062	1.5982	1.5867	1.5737	1.5646	1.5492	1.5324	1.5149	1.4976	1.4821	1.4737
0.99436	0.96962	0.95475	0.94257	0.9062	0.87011	0.86112	0.85834	0.85477	0.8525	0.85431	0.858	0.86217	0.86556	0.86907	0.87346	0.87723	0.88016	0.88451	0.88505	0.88577	0.88478	0.8847	0.88485	0.88499	0.88446	0.88219	0.87921	0.8763	0.87462	0.87237	0.86911	0.86595	0.8612	0.85829	0.85442
