1.7218	1.6977	1.6823	1.6703	1.669	1.6583	1.6502	1.6438	1.6399	1.6385	1.6395	1.6378	1.6337	1.6351	1.6395	1.6469	1.6544	1.6602	1.665	1.6656	1.6663	1.6628	1.6598	1.6571	1.6512	1.6443	1.6344	1.6224	1.6109	1.5997	1.5874	1.5754	1.5603	1.5416	1.5246	1.5119
0.43873	0.4146	0.39919	0.38718	0.33445	0.27786	0.26315	0.2585	0.25369	0.25	0.24907	0.25306	0.25865	0.26383	0.26866	0.27301	0.27495	0.2762	0.27977	0.27947	0.27853	0.27594	0.27503	0.27572	0.27694	0.27713	0.27428	0.27096	0.26859	0.26856	0.2688	0.2691	0.26874	0.26721	0.26598	0.26491
1.6964	1.6722	1.6568	1.6448	1.6345	1.6184	1.6086	1.6008	1.5965	1.5962	1.5963	1.5929	1.5907	1.5919	1.5963	1.6039	1.611	1.6164	1.6212	1.6213	1.621	1.6184	1.6152	1.6121	1.6058	1.5987	1.5884	1.5787	1.5653	1.5536	1.5403	1.5256	1.5113	1.4961	1.4792	1.4708
0.97627	0.95213	0.93673	0.92471	0.8859	0.84767	0.83928	0.83617	0.83365	0.83261	0.83412	0.83578	0.8394	0.84346	0.84763	0.85274	0.85654	0.85944	0.86393	0.86471	0.86563	0.86494	0.86506	0.86584	0.86603	0.86599	0.86356	0.86063	0.85788	0.85592	0.85398	0.85178	0.84867	0.84451	0.84173	0.83662
1.6942	1.6701	1.6547	1.6427	1.6309	1.6117	1.6018	1.5915	1.5865	1.583	1.5843	1.5804	1.5812	1.5829	1.5869	1.5934	1.6006	1.6056	1.6108	1.6113	1.6114	1.6079	1.6046	1.6014	1.5949	1.5868	1.5761	1.5648	1.5525	1.5398	1.5266	1.5143	1.4999	1.4812	1.4648	1.4573
0.43924	0.4151	0.3997	0.38768	0.33485	0.27745	0.26263	0.25746	0.25248	0.24868	0.24802	0.25146	0.25695	0.26213	0.26693	0.27123	0.27319	0.27431	0.2778	0.27752	0.27653	0.27391	0.273	0.27349	0.2746	0.27474	0.27183	0.26851	0.26609	0.26593	0.26627	0.26645	0.26587	0.26455	0.26356	0.26206
1.6854	1.6613	1.6459	1.6339	1.6252	1.6072	1.5985	1.5896	1.5832	1.5777	1.5806	1.5832	1.5804	1.5796	1.5838	1.59	1.5976	1.6029	1.6081	1.6081	1.6075	1.6042	1.6009	1.5978	1.5906	1.5829	1.5724	1.5621	1.5497	1.5355	1.5222	1.5072	1.4945	1.474	1.4607	1.4495
0.95789	0.93375	0.91834	0.90633	0.8698	0.83261	0.82319	0.82033	0.818	0.8168	0.81774	0.8207	0.82458	0.82865	0.83263	0.83765	0.84134	0.84437	0.84885	0.84969	0.85063	0.84974	0.84964	0.85033	0.85088	0.85068	0.84814	0.84511	0.84234	0.8402	0.8383	0.83533	0.83199	0.82833	0.82513	0.82122
1.6769	1.6528	1.6374	1.6253	1.6164	1.5956	1.5865	1.5787	1.574	1.5695	1.5695	1.5692	1.5678	1.5673	1.5707	1.5784	1.5854	1.5898	1.5945	1.5942	1.5938	1.5913	1.5877	1.5839	1.5781	1.569	1.5592	1.5486	1.5357	1.5245	1.5089	1.4956	1.4808	1.4641	1.4513	1.4369
0.43208	0.40794	0.39253	0.38052	0.32841	0.27116	0.2564	0.25145	0.24657	0.24306	0.24244	0.24612	0.2517	0.25691	0.26168	0.26604	0.26798	0.26916	0.2726	0.27226	0.27132	0.2688	0.26799	0.26854	0.26969	0.27003	0.26728	0.26409	0.26175	0.26164	0.26203	0.26247	0.26186	0.26067	0.26001	0.25882
1.6436	1.6195	1.6041	1.5921	1.591	1.5802	1.5708	1.5615	1.556	1.5545	1.5529	1.5494	1.5514	1.5508	1.5543	1.5612	1.5675	1.5728	1.5785	1.5787	1.5776	1.5737	1.5709	1.5668	1.5597	1.5521	1.5407	1.5311	1.5188	1.5056	1.4925	1.4797	1.4657	1.4477	1.4381	1.4198
0.97267	0.94853	0.93313	0.92111	0.88443	0.8462	0.83678	0.83349	0.83078	0.82956	0.83085	0.83341	0.83686	0.8407	0.84487	0.84997	0.85361	0.85654	0.86093	0.86174	0.86255	0.86184	0.86198	0.86235	0.86256	0.86212	0.85935	0.85635	0.85334	0.85155	0.84902	0.84643	0.84282	0.83821	0.83576	0.83085
1.6683	1.6441	1.6287	1.6167	1.6052	1.5857	1.5763	1.5683	1.5624	1.5589	1.5598	1.5543	1.5554	1.5563	1.5604	1.5675	1.5738	1.5788	1.5842	1.584	1.584	1.5803	1.5773	1.5733	1.5668	1.5587	1.5482	1.5378	1.5254	1.5115	1.4975	1.4867	1.4692	1.451	1.4376	1.4253
0.43403	0.40989	0.39448	0.38247	0.32985	0.27256	0.25774	0.25265	0.24751	0.24382	0.24318	0.2465	0.25203	0.25708	0.26183	0.26624	0.26816	0.26928	0.27275	0.27244	0.27147	0.26881	0.26788	0.2684	0.26939	0.26946	0.26649	0.26299	0.26051	0.26034	0.26067	0.26097	0.26036	0.25925	0.25826	0.2572
1.6581	1.634	1.6185	1.6065	1.5979	1.5783	1.5678	1.5587	1.5531	1.5507	1.5523	1.5492	1.5481	1.5492	1.5512	1.5589	1.5655	1.5698	1.5746	1.5748	1.5743	1.5704	1.5663	1.5626	1.5551	1.546	1.5345	1.524	1.5112	1.4962	1.4807	1.4671	1.4536	1.4317	1.4163	1.4067
0.97274	0.9486	0.9332	0.92118	0.88377	0.84662	0.83753	0.83411	0.83151	0.83046	0.8314	0.83358	0.83743	0.84122	0.84531	0.85022	0.85399	0.85704	0.86162	0.86239	0.86334	0.86253	0.86261	0.86328	0.8633	0.86301	0.86047	0.85718	0.85429	0.85228	0.85016	0.84774	0.84406	0.83981	0.83652	0.83173
1.7014	1.6773	1.6619	1.6499	1.638	1.6187	1.6082	1.5985	1.5938	1.5902	1.5926	1.5865	1.5865	1.5871	1.5915	1.5989	1.6063	1.6113	1.6162	1.6162	1.6154	1.6125	1.6088	1.6047	1.5985	1.5893	1.5794	1.5685	1.556	1.5441	1.5313	1.5182	1.5004	1.4823	1.4692	1.4588
0.44156	0.41743	0.40202	0.39	0.33543	0.27738	0.2625	0.25739	0.25215	0.24837	0.24776	0.25146	0.2571	0.26233	0.26727	0.27175	0.27374	0.27491	0.27843	0.27821	0.27714	0.27434	0.27338	0.274	0.27512	0.27529	0.27222	0.26871	0.26617	0.266	0.2666	0.26678	0.26631	0.26501	0.26443	0.26303
1.7013	1.6772	1.6618	1.6498	1.6302	1.6106	1.6033	1.5944	1.5887	1.5854	1.5855	1.5848	1.584	1.5866	1.59	1.5963	1.603	1.6074	1.6124	1.6126	1.612	1.6091	1.6059	1.6027	1.5962	1.5878	1.5775	1.5675	1.5555	1.5425	1.5301	1.5147	1.5023	1.4845	1.4687	1.4544
1.0005	0.97638	0.96097	0.94896	0.91444	0.87751	0.86888	0.86599	0.86375	0.86281	0.86353	0.86653	0.87017	0.87401	0.87838	0.88325	0.88698	0.89015	0.8947	0.89562	0.89657	0.89587	0.89601	0.89676	0.89714	0.897	0.89438	0.89164	0.8888	0.88686	0.88445	0.88208	0.87905	0.87375	0.87025	0.86697
1.7296	1.7055	1.6901	1.6781	1.6668	1.6488	1.6384	1.6293	1.6238	1.6221	1.6248	1.6262	1.6188	1.6204	1.6241	1.6307	1.6381	1.6435	1.6488	1.6489	1.6488	1.6464	1.6435	1.6396	1.6335	1.6257	1.616	1.6053	1.5945	1.5823	1.5688	1.5591	1.546	1.5244	1.5151	1.504
0.43992	0.41578	0.40038	0.38836	0.33573	0.27891	0.26424	0.25912	0.25407	0.2503	0.24951	0.25285	0.25855	0.26358	0.26838	0.27271	0.27464	0.27578	0.27917	0.27889	0.2779	0.27521	0.27438	0.27491	0.27585	0.27603	0.27317	0.26991	0.26745	0.26723	0.26761	0.2679	0.2676	0.26623	0.26501	0.26346
